State_County,Average of Intra Annual Precipitation,Average of Heat Degree Hours,Average of Growing Degree Days,Average of Season Length,Average of Chill Hours
PA_Wyoming,133,98,4460,220,938
PA_York,157,280,5320,250,865
RI_Kent,178,105,4623,235,934
RI_Newport,177,67,4901,267,971
RI_Providence,178,111,4586,231,930
RI_Washington,183,97,4772,249,945
SC_Abbeville,175,569,6758,280,448
SC_Aiken,184,666,7090,286,388
SC_Allendale,186,689,7352,293,336
SC_Anderson,183,535,6734,285,454
SC_Bamberg,186,664,7365,300,337
SC_Barnwell,182,692,7328,295,346
SC_Beaufort,213,641,7689,322,277
SC_Berkeley,209,639,7355,300,327
SC_Calhoun,183,652,7213,294,368
SC_Cherokee,177,467,6434,270,498
SC_Chester,170,562,6726,279,457
SC_Chesterfield,180,584,6891,287,436
SC_Clarendon,188,671,7197,291,370
SC_Colleton,199,665,7417,298,320
SC_Darlington,183,618,7018,286,410
SC_Dillon,180,595,6973,285,420
SC_Dorchester,202,649,7350,296,331
SC_Edgefield,181,648,6913,279,413
SC_Fairfield,176,623,6870,278,428
SC_Florence,187,635,7129,289,386
SC_Georgetown,215,592,7272,300,347
SC_Greenville,198,464,6575,281,475
SC_Greenwood,174,595,6760,276,443
SC_Hampton,192,694,7525,302,307
SC_Horry,204,567,7043,287,389
SC_Jasper,205,674,7526,301,294
SC_Kershaw,173,578,6898,286,428
SC_Lancaster,173,542,6815,290,453
SC_Laurens,176,561,6653,272,458
SC_Lee,176,605,6989,286,413
SC_Lexington,184,650,7082,290,394
SC_Marion,190,645,7109,288,393
SC_Marlboro,181,606,6952,286,427
SC_McCormick,180,618,6830,277,430
SC_Newberry,184,654,6909,279,419
SC_Oconee,216,427,6473,275,476
SC_Orangeburg,189,666,7317,296,348
SC_Pickens,207,446,6562,283,478
SC_Richland,178,611,7016,288,403
SC_Saluda,181,667,6922,278,419
SC_Spartanburg,182,513,6526,270,477
SC_Sumter,182,621,7101,290,390
SC_Union,174,554,6596,267,462
SC_Williamsburg,196,644,7145,285,372
SC_York,170,509,6613,280,483
SD_Aurora,133,421,4647,204,745
SD_Beadle,128,341,4382,197,718
SD_Bennett,116,416,4507,189,748
SD_Bon Homme,137,437,4815,209,761
SD_Brookings,143,210,4109,192,709
SD_Brown,125,287,4117,189,667
SD_Brule,134,439,4615,201,740
SD_Buffalo,123,417,4501,195,714
SD_Butte,102,372,4249,185,760
SD_Campbell,109,317,4111,186,691
SD_Charles Mix,136,459,4788,206,755
SD_Clark,131,249,4123,192,686
SD_Clay,148,392,4754,207,751
SD_Codington,133,214,4049,190,690
SD_Corson,104,335,4137,187,714
SD_Custer,116,170,3957,177,810
SD_Davison,135,399,4642,205,744
SD_Day,126,240,4092,192,681
SD_Deuel,137,209,4109,193,701
SD_Dewey,109,372,4282,193,741
SD_Douglas,135,447,4773,207,754
SD_Edmunds,119,296,4090,185,679
SD_Fall River,100,462,4478,183,744
SD_Faulk,120,330,4218,189,693
SD_Grant,132,237,4116,192,694
SD_Gregory,142,441,4697,202,755
SD_Haakon,110,450,4521,196,755
SD_Hamlin,137,229,4092,190,691
SD_Hand,122,365,4343,192,709
SD_Hanson,138,401,4678,207,745
SD_Harding,98,325,4023,177,747
SD_Hughes,114,438,4480,195,727
SD_Hutchinson,139,406,4701,206,748
SD_Hyde,118,387,4329,190,707
SD_Jackson,110,492,4708,198,748
SD_Jerauld,132,385,4537,203,735
SD_Jones,115,478,4655,198,747
SD_Kingsbury,136,280,4287,197,716
SD_Lake,146,242,4241,197,722
SD_Lincoln,146,319,4537,202,744
SD_Lyman,120,475,4626,196,730
SD_Marshall,129,263,4107,191,667
SD_McCook,145,324,4457,201,733
SD_McPherson,118,277,4013,184,669
SD_Meade,107,399,4377,189,759
SD_Mellette,117,471,4691,199,747
SD_Miner,137,325,4419,200,726
SD_Minnehaha,147,269,4342,198,734
SD_Moody,149,222,4175,193,717
SD_Pennington,106,399,4469,192,766
SD_Perkins,101,349,4110,182,724
SD_Potter,112,354,4252,191,714
SD_Roberts,130,247,4115,194,681
SD_Sanborn,132,377,4531,201,725
SD_Shannon,107,453,4543,189,754
SD_Spink,125,321,4215,189,678
SD_Stanley,109,457,4556,199,752
SD_Sully,115,422,4429,194,724
SD_Todd,121,419,4576,196,751
SD_Tripp,132,470,4752,204,752
SD_Turner,145,347,4578,203,744
SD_Union,151,359,4690,206,759
SD_Walworth,110,308,4127,188,704
SD_Yankton,145,389,4703,207,754
SD_Ziebach,109,399,4310,191,743
TN_Anderson,192,394,6096,260,611
TN_Bedford,219,499,6331,267,561
TN_Benton,223,578,6348,264,592
TN_Bledsoe,211,274,5938,262,618
TN_Blount,180,388,6192,266,572
TN_Bradley,201,431,6263,265,544
TN_Campbell,185,267,5659,241,648
TN_Cannon,214,448,6128,256,579
TN_Carroll,224,572,6330,265,606
TN_Carter,151,250,5807,254,623
TN_Cheatham,204,502,6154,257,607
TN_Chester,230,600,6522,273,565
TN_Claiborne,180,265,5586,234,650
TN_Clay,198,442,6121,263,618
TN_Cocke,153,347,6004,256,595
TN_Coffee,219,404,6203,266,567
TN_Crockett,223,636,6541,280,608
TN_Cumberland,213,190,5639,251,659
TN_Davidson,199,529,6291,267,599
TN_Decatur,230,573,6393,264,565
TN_DeKalb,205,448,6125,259,594
TN_Dickson,214,504,6226,261,597
TN_Dyer,217,642,6492,278,632
TN_Fayette,226,658,6719,284,543
TN_Fentress,204,202,5685,252,651
TN_Franklin,215,415,6326,273,550
TN_Gibson,223,614,6419,272,617
TN_Giles,226,492,6300,263,558
TN_Grainger,168,304,5811,247,632
TN_Greene,154,304,5888,251,606
TN_Grundy,226,231,5917,265,621
TN_Hamblen,157,330,6010,259,613
TN_Hamilton,209,384,6318,274,556
TN_Hancock,167,253,5726,245,630
TN_Hardeman,228,626,6631,278,550
TN_Hardin,236,590,6530,270,534
TN_Hawkins,158,277,5834,251,627
TN_Haywood,226,654,6651,285,585
TN_Henderson,225,575,6407,267,581
TN_Henry,218,554,6287,267,624
TN_Hickman,221,501,6237,260,581
TN_Houston,212,530,6218,258,601
TN_Humphreys,222,529,6220,257,594
TN_Jackson,201,428,6111,262,607
TN_Jefferson,161,339,6004,257,609
TN_Johnson,159,64,5105,230,694
TN_Knox,182,378,6080,261,606
TN_Lake,209,649,6427,276,652
TN_Lauderdale,220,662,6641,286,600
TN_Lawrence,237,447,6271,265,558
TN_Lewis,230,485,6272,264,567
TN_Lincoln,220,482,6326,267,554
TN_Loudon,193,415,6183,263,585
TN_Macon,204,484,6244,271,619
TN_Madison,230,617,6526,276,585
TN_Marion,228,237,5984,268,614
TN_Marshall,217,505,6271,263,567
TN_Maury,222,508,6250,261,572
TN_McMinn,204,418,6136,260,577
TN_McNairy,233,602,6547,272,548
TN_Meigs,204,455,6253,265,566
TN_Monroe,195,395,6135,261,573
TN_Montgomery,206,541,6248,263,621
TN_Moore,227,460,6317,269,558
TN_Morgan,201,237,5703,248,641
TN_Obion,218,609,6328,268,643
TN_Overton,199,381,6028,257,604
TN_Perry,227,522,6250,256,575
TN_Pickett,195,371,5941,253,625
TN_Polk,200,418,6200,262,550
TN_Putnam,206,380,6019,257,601
TN_Rhea,214,345,6039,264,611
TN_Roane,200,398,6099,260,603
TN_Robertson,201,498,6143,261,635
TN_Rutherford,209,512,6262,262,580
TN_Scott,195,222,5538,237,655
TN_Sequatchie,225,203,5824,263,644
TN_Sevier,162,381,6102,260,591
TN_Shelby,228,704,6826,292,549
TN_Smith,204,486,6235,267,604
TN_Stewart,208,528,6239,265,629
TN_Sullivan,151,198,5560,241,653
TN_Sumner,203,496,6208,266,625
TN_Tipton,225,692,6733,289,579
TN_Trousdale,205,486,6232,269,617
TN_Unicoi,159,223,5727,248,620
TN_Union,179,286,5702,242,645
TN_Van Buren,210,387,6106,261,581
TN_Warren,207,420,6198,264,570
TN_Washington,149,263,5844,253,623
TN_Wayne,237,491,6269,258,556
TN_Weakley,221,584,6317,268,628
TN_White,210,405,6106,260,585
TN_Williamson,208,504,6263,264,581
TN_Wilson,206,519,6248,263,599
TX_Anderson,214,858,7794,310,322
TX_Andrews,100,812,7220,281,374
TX_Angelina,231,841,7796,309,306
TX_Aransas,222,789,8714,358,103
TX_Archer,160,909,7372,288,419
TX_Armstrong,123,615,6099,243,539
TX_Atascosa,175,964,8650,337,197
TX_Austin,213,891,8283,332,228
TX_Bailey,109,621,6103,236,485
TX_Bastrop,197,912,8205,326,253
TX_Baylor,155,907,7326,283,421
TX_Bee,183,938,8720,346,168
TX_Bell,190,895,7917,316,304
TX_Bexar,189,923,8427,334,218
TX_Blanco,192,856,7873,312,287
TX_Borden,128,822,7291,287,387
TX_Bosque,188,899,7711,303,342
TX_Bowie,231,826,7353,296,409
TX_Brazoria,253,804,8357,346,176
TX_Brazos,204,906,8140,323,267
TX_Brewster,117,537,6988,287,335
TX_Briscoe,134,675,6380,251,494
TX_Brooks,153,918,9140,357,67
TX_Brown,175,827,7429,294,364
TX_Burleson,199,904,8146,323,264
TX_Burnet,175,845,7573,297,338
TX_Caldwell,203,905,8205,325,248
TX_Calhoun,236,844,8688,353,138
TX_Callahan,154,852,7513,298,363
TX_Cameron,165,868,9216,365,31
TX_Camp,219,858,7475,295,385
TX_Carson,123,648,6151,244,541
TX_Cass,226,841,7455,298,391
TX_Castro,118,578,5990,236,517
TX_Chambers,272,798,8284,349,179
TX_Cherokee,218,846,7732,309,333
TX_Childress,143,871,7030,273,459
TX_Clay,172,896,7311,287,427
TX_Cochran,112,638,6321,244,462
TX_Coke,138,847,7386,287,370
TX_Coleman,162,855,7573,299,345
TX_Collin,211,879,7463,300,404
TX_Collingsworth,139,787,6666,260,497
TX_Colorado,213,892,8279,329,229
TX_Comanche,178,835,7461,295,366
TX_Concho,149,883,7706,297,322
TX_Cooke,190,837,7265,289,423
TX_Coryell,180,874,7751,309,324
TX_Cottle,142,870,7087,272,440
TX_Crane,89,942,7732,289,321
TX_Crockett,128,818,7501,294,329
TX_Crosby,131,712,6657,262,463
TX_Culberson,78,823,7110,272,354
TX_Dallam,97,546,5676,225,567
TX_Dallas,210,908,7671,309,371
TX_Dawson,117,757,6931,271,417
TX_Deaf Smith,112,568,5955,236,529
TX_Delta,220,842,7339,294,415
TX_Denton,201,906,7562,302,389
TX_DeWitt,198,911,8467,335,204
TX_Dickens,137,763,6822,268,449
TX_Dimmit,137,1019,8924,345,179
TX_Donley,133,730,6461,252,503
TX_Duval,156,900,8915,349,96
TX_Eastland,169,831,7405,293,375
TX_El Paso,68,849,7226,284,345
TX_Ellis,203,917,7744,310,352
TX_Erath,182,846,7475,296,370
TX_Falls,196,903,7978,316,296
TX_Fannin,216,836,7275,293,429
TX_Fayette,205,910,8288,328,238
TX_Fisher,141,869,7414,289,385
TX_Floyd,130,672,6432,254,489
TX_Foard,158,919,7234,278,438
TX_Fort Bend,233,872,8376,341,200
TX_Franklin,221,831,7397,297,398
TX_Freestone,206,889,7856,309,316
TX_Frio,161,975,8674,338,200
TX_Gaines,111,753,6909,269,408
TX_Garza,130,775,6979,275,428
TX_Gillespie,186,788,7667,306,297
TX_Glasscock,107,828,7364,287,362
TX_Goliad,197,923,8622,341,180
TX_Gonzales,201,903,8304,329,231
TX_Gray,129,641,6160,245,548
TX_Grayson,204,850,7312,296,430
TX_Gregg,219,862,7614,301,359
TX_Grimes,209,911,8156,323,264
TX_Guadalupe,202,911,8265,328,239
TX_Hale,120,632,6328,250,493
TX_Hall,133,849,6937,268,461
TX_Hamilton,180,853,7584,300,349
TX_Hansford,112,713,6058,235,558
TX_Hardeman,156,896,7104,274,453
TX_Hardin,260,819,7960,319,264
TX_Harris,253,860,8290,339,213
TX_Harrison,230,847,7578,302,364
TX_Hartley,100,574,5772,228,557
TX_Haskell,147,903,7404,285,402
TX_Hays,205,888,8107,323,260
TX_Hemphill,131,735,6326,246,537
TX_Henderson,210,867,7689,307,348
TX_Hidalgo,145,922,9336,363,44
TX_Hill,196,913,7786,309,335
TX_Hockley,115,660,6398,248,469
TX_Hopkins,219,835,7380,296,402
TX_Houston,216,861,7851,310,304
TX_Howard,122,834,7364,289,375
TX_Hudspeth,72,803,6968,267,361
TX_Hunt,217,856,7379,296,415
TX_Hutchinson,113,698,6139,240,551
TX_Irion,129,856,7611,297,329
TX_Jack,174,885,7447,290,392
TX_Jackson,228,850,8484,345,176
TX_Jasper,256,809,7885,318,275
TX_Jeff Davis,127,338,6433,279,389
TX_Jefferson,273,797,8182,339,211
TX_Jim Hogg,138,919,9004,353,87
TX_Jim Wells,172,890,8917,352,87
TX_Johnson,199,915,7741,306,346
TX_Jones,149,899,7492,290,385
TX_Karnes,178,931,8579,339,194
TX_Kaufman,209,897,7637,307,373
TX_Kenedy,171,825,8978,363,48
TX_Kent,132,824,7075,275,424
TX_King,143,863,7083,271,428
TX_Kinney,143,960,8491,337,219
TX_Kleberg,180,866,8953,357,69
TX_Knox,150,911,7340,282,415
TX_La Salle,147,1009,8872,343,182
TX_Lamar,225,842,7300,293,426
TX_Lamb,114,599,6150,241,496
TX_Lampasas,171,859,7708,306,323
TX_Lavaca,216,895,8387,335,212
TX_Lee,194,893,8120,323,266
TX_Leon,205,880,7905,312,302
TX_Liberty,267,839,8119,329,237
TX_Limestone,199,895,7802,309,327
TX_Lipscomb,129,703,6046,235,567
TX_Live Oak,170,959,8769,345,171
TX_Llano,167,837,7667,300,317
TX_Loving,87,924,7573,285,331
TX_Lubbock,119,682,6551,257,467
TX_Lynn,121,709,6752,266,440
TX_Madison,212,885,7950,314,292
TX_Marion,227,840,7513,299,377
TX_Martin,108,825,7314,286,372
TX_Mason,168,810,7590,297,320
TX_Matagorda,241,803,8443,347,165
TX_Maverick,139,1016,8813,345,191
TX_McCulloch,156,863,7653,299,330
TX_McLennan,186,909,7837,312,325
TX_McMullen,154,995,8822,342,184
TX_Medina,182,913,8413,336,214
TX_Midland,99,855,7466,292,353
TX_Milam,190,905,8100,321,276
TX_Mills,171,810,7521,300,352
TX_Mitchell,133,838,7346,286,380
TX_Montague,184,853,7313,290,417
TX_Montgomery,229,873,8100,325,257
TX_Moore,104,662,6035,237,554
TX_Morris,223,858,7508,299,383
TX_Motley,138,813,6946,269,445
TX_Nacogdoches,232,851,7739,307,327
TX_Navarro,204,898,7748,307,344
TX_Newton,249,794,7745,312,296
TX_Nolan,140,813,7307,289,385
TX_Nueces,191,862,8887,355,77
TX_Ochiltree,118,685,5970,233,571
TX_Oldham,107,582,5909,234,542
TX_Orange,274,738,7978,330,241
TX_Palo Pinto,180,887,7538,293,371
TX_Panola,238,850,7633,303,348
TX_Parker,189,871,7468,294,379
TX_Parmer,113,577,6014,238,511
TX_Pecos,107,755,7438,295,314
TX_Polk,246,852,7902,313,284
TX_Potter,111,635,6070,241,547
TX_Presidio,113,460,6502,265,359
TX_Rains,217,847,7442,298,396
TX_Randall,112,616,6102,242,530
TX_Reagan,120,819,7367,287,352
TX_Red River,229,819,7276,291,415
TX_Reeves,90,867,7467,285,328
TX_Refugio,218,878,8711,351,141
TX_Roberts,120,704,6128,239,555
TX_Robertson,200,898,8030,318,285
TX_Rockwall,211,878,7539,302,386
TX_Runnels,147,857,7542,295,349
TX_Rusk,222,846,7671,306,344
TX_Sabine,245,822,7651,303,326
TX_San Augustine,241,826,7719,307,315
TX_San Jacinto,240,851,7985,317,271
TX_San Patricio,205,858,8781,352,101
TX_San Saba,169,856,7695,302,323
TX_Schleicher,127,751,7312,291,345
TX_Scurry,133,809,7162,280,405
TX_Shackelford,154,866,7470,293,376
TX_Shelby,241,847,7649,302,339
TX_Sherman,102,653,5898,231,564
TX_Smith,214,845,7602,304,360
TX_Somervell,184,900,7618,296,354
TX_Starr,141,941,9279,360,63
TX_Stephens,165,876,7472,291,382
TX_Stonewall,143,895,7325,282,409
TX_Swisher,123,616,6164,243,510
TX_Tarrant,196,924,7722,310,361
TX_Taylor,145,857,7476,294,370
TX_Terrell,104,830,7606,298,312
TX_Terry,118,700,6659,260,444
TX_Throckmorton,155,898,7409,287,400
TX_Titus,224,848,7406,293,396
TX_Tom Green,142,862,7580,295,337
TX_Travis,195,909,8146,325,264
TX_Trinity,229,854,7848,309,298
TX_Tyler,243,827,7831,312,291
TX_Upshur,215,851,7528,298,372
TX_Upton,104,831,7417,289,350
TX_Uvalde,157,934,8409,333,221
TX_Val Verde,129,899,7889,308,288
TX_Van Zandt,216,839,7428,297,394
TX_Victoria,220,879,8588,346,166
TX_Walker,221,880,8038,319,274
TX_Waller,217,889,8204,327,243
TX_Washington,204,903,8159,322,256
TX_Webb,143,946,8933,346,122
TX_Wharton,226,868,8377,339,201
TX_Wheeler,135,732,6422,253,527
TX_Wichita,164,906,7273,285,437
TX_Wilbarger,160,910,7234,280,441
TX_Willacy,169,857,9122,364,41
TX_Williamson,191,895,7992,318,288
TX_Wilson,181,929,8455,332,214
TX_Wise,192,880,7450,292,391
TX_Wood,213,834,7432,296,386
TX_Yoakum,112,668,6514,252,440
TX_Young,170,897,7451,288,392
TX_Zapata,135,961,9286,358,73
TX_Zavala,144,994,8753,342,192
UT_Beaver,71,433,4605,187,785
UT_Box Elder,87,402,4442,212,990
UT_Cache,100,367,4242,198,941
UT_Carbon,79,125,3827,178,902
UT_Daggett,82,4,2910,138,914
UT_Davis,101,547,5164,250,1013
UT_Duchesne,54,280,4166,183,796
UT_Emery,47,260,4327,185,786
UT_Garfield,94,113,3736,146,813
UT_Grand,48,640,5287,227,785
UT_Iron,76,411,4677,196,799
UT_Juab,73,494,4675,203,884
UT_Kane,107,240,4494,190,786
UT_Millard,62,540,4868,205,817
UT_Rich,62,87,3118,133,751
UT_Salt Lake,97,490,5010,239,982
UT_San Juan,79,199,4187,191,919
UT_Sanpete,73,271,4149,181,873
UT_Sevier,40,363,4483,186,743
UT_Summit,119,36,3308,152,921
UT_Tooele,79,496,4700,207,904
UT_Uintah,49,528,4555,193,752
UT_Utah,83,490,4793,217,935
UT_Wasatch,91,195,3906,176,945
UT_Washington,95,652,6138,289,614
UT_Wayne,70,35,3447,151,875
UT_Weber,111,491,4916,234,986
VA_Accomack,163,268,6158,302,628
VA_Albemarle,167,367,5827,258,686
VA_Alleghany,150,87,4920,229,796
VA_Amelia,159,455,5956,250,622
VA_Amherst,168,376,5864,252,651
VA_Appomattox,162,375,5846,251,654
VA_Augusta,148,247,5368,235,734
VA_Bath,150,123,4894,218,760
VA_Bedford,161,335,5833,255,667
VA_Bland,145,40,4784,222,756
VA_Botetourt,151,277,5578,245,711
VA_Brunswick,162,476,6184,259,571
VA_Buckingham,162,411,5896,250,647
VA_Campbell,157,382,5841,249,650
VA_Caroline,155,441,6007,264,678
VA_Carroll,157,85,5092,230,732
VA_Charles City,167,504,6353,276,586
VA_Charlotte,161,417,5937,252,628
VA_Chesapeake City,176,438,6520,294,544
VA_Chesterfield,160,480,6171,264,615
VA_Clarke,144,347,5491,246,792
VA_Culpeper,160,401,5760,253,714
VA_Cumberland,160,447,5919,247,634
VA_Danville City,162,422,5997,252,616
VA_Dinwiddie,161,490,6117,257,594
VA_Essex,161,493,6215,279,667
VA_Fauquier,155,363,5638,252,751
VA_Floyd,152,104,5108,230,733
VA_Fluvanna,162,396,5858,253,668
VA_Franklin,164,327,5785,251,663
VA_Frederick,143,295,5351,242,801
VA_Giles,133,115,5116,230,754
VA_Gloucester,179,360,6279,295,619
VA_Goochland,155,426,5914,251,649
VA_Grayson,148,53,4934,226,734
VA_Greene,164,355,5719,253,702
VA_Greensville,164,494,6230,262,571
VA_Halifax,160,430,5963,249,619
VA_Hanover,159,430,6017,259,644
VA_Henrico,169,488,6247,273,628
VA_Henry,170,330,5790,247,645
VA_Highland,148,41,4466,208,788
VA_Isle of Wight,178,452,6430,285,560
VA_King and Queen,163,466,6193,272,625
VA_King William,163,478,6211,267,606
VA_Lancaster,170,417,6159,284,613
VA_Lee,174,206,5540,237,651
VA_Loudoun,146,366,5590,251,761
VA_Louisa,164,391,5823,253,677
VA_Lunenburg,159,429,5977,252,612
VA_Madison,168,351,5668,250,706
VA_Mathews,179,367,6268,293,615
VA_Mecklenburg,155,481,6138,257,591
VA_Middlesex,172,387,6224,295,614
VA_Montgomery,135,138,5210,233,733
VA_Nelson,169,348,5798,252,671
VA_New Kent,165,500,6304,272,594
VA_Newport News City,181,429,6432,299,582
VA_Northampton,166,285,6339,311,559
VA_Nottoway,160,437,5952,251,617
VA_Orange,163,392,5820,255,694
VA_Page,151,328,5456,236,729
VA_Patrick,182,103,5249,239,721
VA_Pittsylvania,160,377,5874,249,636
VA_Powhatan,158,445,5904,247,636
VA_Prince Edward,160,429,5945,251,630
VA_Prince George,167,543,6487,281,566
VA_Prince William,153,428,5808,257,733
VA_Pulaski,131,130,5224,234,728
VA_Rappahannock,166,354,5583,247,732
VA_Richmond,165,433,6212,288,619
VA_Rockbridge,160,271,5491,237,701
VA_Rockingham,139,262,5307,233,749
VA_Russell,152,112,5228,230,696
VA_Scott,168,150,5491,244,672
VA_Shenandoah,128,256,5248,229,730
VA_Smyth,151,81,5046,225,709
VA_Southampton,174,527,6341,266,558
VA_Spotsylvania,156,421,5879,255,680
VA_Suffolk City,184,439,6446,287,561
VA_Surry,174,484,6424,282,566
VA_Sussex,170,520,6284,266,576
VA_Tazewell,143,38,4890,229,746
VA_Virginia Beach City,173,370,6582,310,540
VA_Warren,145,360,5518,246,778
VA_Washington,151,125,5296,233,683
VA_Westmoreland,161,454,6223,289,648
VA_Wise,170,91,5339,242,687
VA_Wythe,134,101,5106,228,723
VT_Addison,129,115,4232,216,922
VT_Bennington,158,40,3897,201,929
VT_Caledonia,143,24,3446,180,800
VT_Chittenden,132,78,4098,216,941
VT_Essex,132,38,3564,183,815
VT_Franklin,132,60,3993,214,898
VT_Grand Isle,121,93,4178,224,928
VT_Lamoille,137,42,3783,200,872
VT_Orange,141,36,3634,188,863
VT_Orleans,143,22,3507,186,808
VT_Rutland,145,77,4041,204,918
VT_Washington,139,41,3695,193,878
VT_Windham,164,53,3920,198,892
VT_Windsor,149,62,3842,195,894
WA_Adams,57,355,4621,251,1123
WA_Asotin,77,259,4592,276,1100
WA_Benton,51,424,5111,276,905
WA_Chelan,110,192,4171,233,1214
WA_Clallam,479,0,4209,331,1111
WA_Clark,351,57,4735,318,836
WA_Columbia,110,283,4673,271,1018
WA_Cowlitz,396,30,4489,317,933
WA_Douglas,62,254,4222,231,1179
WA_Ferry,92,123,3716,210,1186
WA_Franklin,52,412,5039,276,983
WA_Garfield,92,302,4712,275,1045
WA_Grant,47,381,4735,250,1085
WA_Grays Harbor,481,11,4544,328,962
WA_Jefferson,578,0,4343,342,1076
WA_King,281,20,4482,325,1103
WA_Kittitas,71,174,4030,212,1174
WA_Klickitat,93,253,4384,243,1029
WA_Lewis,288,44,4628,320,879
WA_Lincoln,71,250,4148,228,1192
WA_Mason,550,14,4252,310,1212
WA_Okanogan,76,220,4134,228,1181
WA_Pacific,609,2,4302,322,958
WA_Pend Oreille,173,70,3269,185,1207
WA_Pierce,287,10,4272,303,1170
WA_Skagit,233,0,4537,338,1068
WA_Skamania,500,14,3734,261,1170
WA_Snohomish,249,1,4546,334,1040
WA_Spokane,97,218,4107,236,1285
WA_Stevens,106,221,4044,225,1248
WA_Thurston,264,42,4710,321,946
WA_Wahkiakum,541,8,4453,323,792
WA_Walla Walla,76,408,5125,287,923
WA_Whatcom,253,11,4562,328,1138
WA_Whitman,95,241,4313,255,1212
WA_Yakima,58,346,4719,244,937
WI_,131,78,4002,219,968
WI_Adams,158,187,4228,203,850
WI_Ashland,142,83,3583,183,789
WI_Barron,158,146,3975,194,764
WI_Bayfield,142,92,3640,190,832
WI_Brown,134,136,4167,218,924
WI_Buffalo,169,220,4303,205,825
WI_Burnett,156,144,3926,193,767
WI_Calumet,138,157,4236,216,903
WI_Chippewa,157,156,4026,196,783
WI_Clark,160,124,3909,193,779
WI_Columbia,161,198,4369,211,868
WI_Crawford,174,209,4374,209,832
WI_Dane,163,196,4378,210,858
WI_Dodge,158,181,4352,214,883
WI_Door,134,58,3984,227,1010
WI_Douglas,150,69,3574,191,826
WI_Dunn,159,196,4192,202,804
WI_Eau Claire,159,183,4150,201,808
WI_Florence,135,83,3611,182,851
WI_Fond du Lac,146,163,4293,216,894
WI_Forest,143,43,3484,177,790
WI_Grant,172,224,4501,214,839
WI_Green,166,222,4442,209,849
WI_Green Lake,152,190,4315,211,879
WI_Iowa,168,192,4368,208,843
WI_Jackson,167,190,4150,198,806
WI_Jefferson,161,220,4480,216,879
WI_Juneau,162,187,4263,204,842
WI_Kenosha,151,174,4513,227,942
WI_Kewaunee,132,75,4077,228,992
WI_La Crosse,170,218,4380,210,825
WI_Lafayette,169,223,4464,209,839
WI_Langlade,146,73,3660,186,780
WI_Lincoln,152,91,3717,184,785
WI_Manitowoc,134,98,4175,229,988
WI_Marathon,156,102,3842,192,795
WI_Marinette,138,106,3816,194,901
WI_Marquette,158,194,4299,207,865
WI_Menominee,145,88,3691,185,816
WI_Milwaukee,153,178,4475,231,979
WI_Monroe,166,187,4234,203,814
WI_Oconto,137,113,3915,200,888
WI_Oneida,144,51,3500,177,786
WI_Outagamie,142,153,4160,212,896
WI_Ozaukee,145,131,4307,227,988
WI_Pepin,167,229,4329,207,827
WI_Pierce,165,202,4242,205,800
WI_Polk,160,159,4028,197,764
WI_Portage,151,134,4023,199,842
WI_Price,152,67,3590,181,752
WI_Racine,151,173,4483,226,951
WI_Richland,172,204,4344,206,845
WI_Rock,160,235,4504,213,866
WI_Rusk,156,118,3841,188,776
WI_Saint Croix,163,185,4165,203,785
WI_Sauk,167,182,4349,210,857
WI_Sawyer,158,117,3805,188,774
WI_Shawano,144,131,3962,199,865
WI_Sheboygan,150,136,4312,227,972
WI_Taylor,156,95,3777,189,759
WI_Trempealeau,167,208,4225,201,814
WI_Vernon,172,182,4307,209,824
WI_Walworth,154,230,4539,219,895
WI_Washburn,157,144,3953,195,778
WI_Washington,153,152,4251,215,904
WI_Waukesha,155,200,4440,217,892
WI_Waupaca,150,148,4092,205,881
WI_Waushara,150,172,4196,207,874
WI_Winnebago,144,163,4264,216,902
WI_Wood,157,151,4048,198,828
WV_Barbour,145,109,4941,224,784
WV_Berkeley,144,293,5332,244,833
WV_Boone,163,285,5557,238,723
WV_Braxton,159,253,5374,232,740
WV_Brooke,143,163,4996,239,889
WV_Clay,153,237,5405,235,745
WV_Doddridge,156,193,5063,219,782
WV_Fayette,151,144,5268,240,752
WV_Grant,131,144,4868,222,800
WV_Greenbrier,139,102,4908,219,768
WV_Hampshire,135,225,5020,226,818
WV_Hancock,138,170,5009,241,913
WV_Hardy,118,178,4980,219,738
WV_Harrison,153,197,5157,231,800
WV_Jackson,151,297,5397,232,756
WV_Jefferson,147,354,5465,245,806
WV_Kanawha,150,296,5526,239,745
WV_Lewis,158,206,5168,227,769
WV_Lincoln,159,323,5570,237,716
WV_Marshall,147,163,4873,223,831
WV_Mason,146,311,5443,235,757
WV_Mercer,129,83,5150,237,750
WV_Mineral,132,307,5236,230,784
WV_Monongalia,156,104,4922,233,822
WV_Monroe,131,109,5047,227,759
WV_Morgan,137,290,5276,240,832
WV_Nicholas,166,62,4878,225,756
WV_Ohio,144,143,4906,235,868
WV_Pendleton,132,78,4705,217,786
WV_Pocahontas,150,40,4363,201,777
WV_Preston,161,60,4682,223,815
WV_Putnam,148,296,5559,242,739
WV_Raleigh,150,73,5052,234,759
WV_Randolph,153,53,4580,210,763
WV_Ritchie,154,228,5206,227,779
WV_Roane,152,291,5356,229,761
WV_Summers,133,64,5029,238,787
WV_Taylor,157,112,4934,229,814
WV_Tucker,164,34,4344,208,803
WV_Tyler,155,208,5122,225,797
WV_Upshur,46,22,2346,114,309
WV_Wayne,160,321,5665,248,733
