State,value,Analog,Category,
PA_Cumberland,UT_Washington,good analog,Non Speciality Crop,
PA_Cumberland,MD_Caroline,good analog,Speciality Crop,
PA_Cumberland,VA_Essex,good analog,Non Speciality Crop,
PA_Cumberland,MO_New Madrid,good analog,Non Speciality Crop,
PA_Dauphin,MD_Talbot,good analog,Non Speciality Crop,
PA_Dauphin,MD_Anne Arundel,good analog,Non Speciality Crop,
PA_Dauphin,UT_Washington,good analog,Non Speciality Crop,
PA_Dauphin,NJ_Salem,good analog,Speciality Crop,
PA_Dauphin,NJ_Burlington,good analog,Speciality Crop,
PA_Dauphin,NJ_Gloucester,good analog,Speciality Crop,
PA_Dauphin,VA_Essex,good analog,Non Speciality Crop,
PA_Erie,NY_Westchester,good analog,Non Speciality Crop,
PA_Erie,NJ_Monmouth,good analog,Speciality Crop,
PA_Erie,PA_Lancaster,good analog,Speciality Crop,
PA_Erie,OH_Lake,good analog,Non Speciality Crop,
PA_Erie,RI_Newport,good analog,Speciality Crop,
PA_Erie,CT_New Haven,good analog,Speciality Crop,
PA_Erie,PA_Chester,good analog,Speciality Crop,
PA_Erie,MA_Bristol,good analog,Speciality Crop,
PA_Erie,CT_Fairfield,good analog,Non Speciality Crop,
PA_Franklin,MD_Talbot,good analog,Non Speciality Crop,
PA_Franklin,UT_Washington,good analog,Non Speciality Crop,
PA_Franklin,VA_Essex,good analog,Non Speciality Crop,
PA_Franklin,MO_Scott,good analog,Non Speciality Crop,
PA_Franklin,MD_Caroline,good analog,Speciality Crop,
PA_Franklin,MD_Anne Arundel,good analog,Non Speciality Crop,
PA_Franklin,MO_New Madrid,good analog,Non Speciality Crop,
PA_Indiana,IL_Edgar,good analog,Non Speciality Crop,
PA_Lancaster,MD_Talbot,good analog,Non Speciality Crop,
PA_Lancaster,VA_Essex,good analog,Non Speciality Crop,
PA_Lancaster,MO_Scott,good analog,Non Speciality Crop,
PA_Lancaster,UT_Washington,good analog,Non Speciality Crop,
PA_Lancaster,MD_Caroline,good analog,Speciality Crop,
PA_Lancaster,MD_Queen Anne's,good analog,Non Speciality Crop,
PA_Lancaster,MD_Anne Arundel,good analog,Non Speciality Crop,
PA_Lancaster,VA_Westmoreland,good analog,Speciality Crop,
PA_Lancaster,MO_New Madrid,good analog,Non Speciality Crop,
PA_Lancaster,MO_Stoddard,good analog,Non Speciality Crop,
PA_Lebanon,MD_Talbot,good analog,Non Speciality Crop,
PA_Lebanon,MD_Anne Arundel,good analog,Non Speciality Crop,
PA_Lebanon,UT_Washington,good analog,Non Speciality Crop,
PA_Lebanon,MO_Scott,good analog,Non Speciality Crop,
PA_Lehigh,IL_Madison,good analog,Speciality Crop,
PA_Lehigh,MO_Saint Charles,good analog,Non Speciality Crop,
PA_Lehigh,MD_Anne Arundel,good analog,Non Speciality Crop,
PA_Lehigh,MO_Saint Louis,good analog,Non Speciality Crop,
PA_Lehigh,KS_Leavenworth,good analog,Non Speciality Crop,
PA_Lehigh,NJ_Atlantic,good analog,Speciality Crop,
PA_Lehigh,MD_Talbot,good analog,Non Speciality Crop,
PA_Lehigh,KS_Jefferson,good analog,Non Speciality Crop,
PA_Luzerne,NJ_Salem,good analog,Speciality Crop,
PA_Luzerne,NJ_Camden,good analog,Speciality Crop,
PA_Luzerne,NJ_Burlington,good analog,Speciality Crop,
PA_Luzerne,NJ_Gloucester,good analog,Speciality Crop,
PA_Luzerne,MD_Cecil,good analog,Non Speciality Crop,
PA_Luzerne,KS_Atchison,good analog,Non Speciality Crop,
PA_Lycoming,NJ_Burlington,good analog,Speciality Crop,
PA_Lycoming,PA_Montgomery,good analog,Non Speciality Crop,
PA_Lycoming,NJ_Salem,good analog,Speciality Crop,
PA_Lycoming,NJ_Gloucester,good analog,Speciality Crop,
PA_Lycoming,MO_Knox,good analog,Non Speciality Crop,
PA_Lycoming,MO_Shelby,good analog,Non Speciality Crop,
PA_Lycoming,MO_Lewis,good analog,Non Speciality Crop,
PA_Northumberland,NJ_Salem,good analog,Speciality Crop,
PA_Northumberland,NJ_Camden,good analog,Speciality Crop,
PA_Northumberland,MD_Cecil,good analog,Non Speciality Crop,
PA_Northumberland,MO_Audrain,good analog,Non Speciality Crop,
PA_Schuylkill,NJ_Burlington,good analog,Speciality Crop,
PA_Schuylkill,NJ_Salem,good analog,Speciality Crop,
PA_Schuylkill,PA_Montgomery,good analog,Non Speciality Crop,
PA_Schuylkill,NJ_Gloucester,good analog,Speciality Crop,
PA_Schuylkill,MO_Knox,good analog,Non Speciality Crop,
PA_Schuylkill,MO_Shelby,good analog,Non Speciality Crop,
PA_Schuylkill,MO_Lewis,good analog,Non Speciality Crop,
PA_Snyder,IL_Bond,good analog,Non Speciality Crop,
PA_Snyder,IL_Madison,good analog,Speciality Crop,
PA_Snyder,NJ_Gloucester,good analog,Speciality Crop,
PA_Snyder,KS_Leavenworth,good analog,Non Speciality Crop,
PA_Snyder,KS_Jefferson,good analog,Non Speciality Crop,
PA_York,MD_Talbot,good analog,Non Speciality Crop,
PA_York,VA_Essex,good analog,Non Speciality Crop,
PA_York,MO_Stoddard,good analog,Non Speciality Crop,
PA_York,MO_New Madrid,good analog,Non Speciality Crop,
PA_York,VA_Westmoreland,good analog,Speciality Crop,
PA_York,MO_Scott,good analog,Non Speciality Crop,
PA_York,TN_Lake,good analog,Non Speciality Crop,
PA_York,MD_Caroline,good analog,Speciality Crop,
PA_York,UT_Washington,good analog,Non Speciality Crop,
PA_York,MO_Pemiscot,good analog,Non Speciality Crop,
RI_Newport,NJ_Monmouth,good analog,Speciality Crop,
RI_Newport,NY_Westchester,good analog,Non Speciality Crop,
RI_Newport,DE_New Castle,good analog,Non Speciality Crop,
RI_Newport,MD_Somerset,good analog,Non Speciality Crop,
RI_Newport,MA_Bristol,good analog,Speciality Crop,
RI_Newport,DE_Kent,good analog,Speciality Crop,
RI_Newport,NJ_Gloucester,good analog,Speciality Crop,
RI_Newport,MD_Calvert,good analog,Non Speciality Crop,
RI_Newport,RI_Newport,good analog,Speciality Crop,
RI_Newport,MD_Anne Arundel,good analog,Non Speciality Crop,
SC_Aiken,TX_Freestone,good analog,Non Speciality Crop,
SC_Aiken,TX_Blanco,good analog,Non Speciality Crop,
SC_Aiken,TX_Hill,good analog,Non Speciality Crop,
SC_Aiken,TX_Johnson,good analog,Non Speciality Crop,
SC_Aiken,TX_Madison,good analog,Speciality Crop,
SC_Aiken,TX_Bosque,good analog,Speciality Crop,
SC_Aiken,TX_Leon,good analog,Non Speciality Crop,
SC_Aiken,TX_Hays,good analog,Non Speciality Crop,
SC_Bamberg,TX_Caldwell,good analog,Speciality Crop,
SC_Bamberg,TX_Guadalupe,good analog,Speciality Crop,
SC_Bamberg,TX_Hays,good analog,Non Speciality Crop,
SC_Bamberg,TX_Burleson,good analog,Speciality Crop,
SC_Bamberg,TX_Washington,good analog,Speciality Crop,
SC_Bamberg,TX_Travis,good analog,Speciality Crop,
SC_Bamberg,TX_Bastrop,good analog,Speciality Crop,
SC_Bamberg,TX_Colorado,good analog,Speciality Crop,
SC_Bamberg,TX_Blanco,good analog,Non Speciality Crop,
SC_Bamberg,TX_Brazos,good analog,Speciality Crop,
SC_Barnwell,TX_Caldwell,good analog,Speciality Crop,
SC_Barnwell,TX_Burleson,good analog,Speciality Crop,
SC_Barnwell,TX_Guadalupe,good analog,Speciality Crop,
SC_Barnwell,TX_Blanco,good analog,Non Speciality Crop,
SC_Barnwell,TX_Madison,good analog,Speciality Crop,
SC_Barnwell,TX_Washington,good analog,Speciality Crop,
SC_Barnwell,TX_Travis,good analog,Speciality Crop,
SC_Barnwell,TX_Hays,good analog,Non Speciality Crop,
SC_Barnwell,TX_Brazos,good analog,Speciality Crop,
SC_Barnwell,TX_Trinity,good analog,Non Speciality Crop,
SC_Beaufort,TX_Lavaca,good analog,Speciality Crop,
SC_Beaufort,TX_Bexar,good analog,Speciality Crop,
SC_Beaufort,TX_Wilson,good analog,Speciality Crop,
SC_Beaufort,TX_Austin,good analog,Speciality Crop,
SC_Beaufort,TX_Colorado,good analog,Speciality Crop,
SC_Beaufort,TX_Medina,good analog,Speciality Crop,
SC_Beaufort,TX_Gonzales,good analog,Speciality Crop,
SC_Beaufort,TX_Goliad,good analog,Non Speciality Crop,
SC_Clarendon,TX_Bell,good analog,Speciality Crop,
SC_Clarendon,TX_Milam,good analog,Speciality Crop,
SC_Clarendon,TX_Blanco,good analog,Non Speciality Crop,
SC_Clarendon,TX_Freestone,good analog,Non Speciality Crop,
SC_Clarendon,TX_Burleson,good analog,Speciality Crop,
SC_Clarendon,TX_Madison,good analog,Speciality Crop,
SC_Clarendon,TX_Hill,good analog,Non Speciality Crop,
SC_Clarendon,TX_Travis,good analog,Speciality Crop,
SC_Clarendon,TX_Robertson,good analog,Speciality Crop,
SC_Clarendon,TX_Hays,good analog,Non Speciality Crop,
SC_Greenville,TX_Franklin,good analog,Non Speciality Crop,
SC_Greenville,TX_Van Zandt,good analog,Speciality Crop,
SC_Greenville,TX_Hopkins,good analog,Non Speciality Crop,
SC_Greenville,TX_Wood,good analog,Speciality Crop,
SC_Greenville,TX_Mills,good analog,Non Speciality Crop,
SC_Lexington,TX_Freestone,good analog,Non Speciality Crop,
SC_Lexington,TX_Blanco,good analog,Non Speciality Crop,
SC_Lexington,TX_Hill,good analog,Non Speciality Crop,
SC_Lexington,TX_Limestone,good analog,Non Speciality Crop,
SC_Lexington,TX_McLennan,good analog,Non Speciality Crop,
SC_Lexington,TX_Johnson,good analog,Non Speciality Crop,
SC_Lexington,TX_Bosque,good analog,Speciality Crop,
SC_Lexington,TX_Robertson,good analog,Speciality Crop,
SC_Lexington,TX_Williamson,good analog,Speciality Crop,
SC_Lexington,TX_Madison,good analog,Speciality Crop,
SC_Orangeburg,TX_Caldwell,good analog,Speciality Crop,
SC_Orangeburg,TX_Burleson,good analog,Speciality Crop,
SC_Orangeburg,TX_Washington,good analog,Speciality Crop,
SC_Orangeburg,TX_Brazos,good analog,Speciality Crop,
SC_Orangeburg,TX_Guadalupe,good analog,Speciality Crop,
SC_Orangeburg,TX_Madison,good analog,Speciality Crop,
SC_Orangeburg,TX_Milam,good analog,Speciality Crop,
SC_Orangeburg,TX_Trinity,good analog,Non Speciality Crop,
SC_Orangeburg,TX_Blanco,good analog,Non Speciality Crop,
SC_Orangeburg,TX_Robertson,good analog,Speciality Crop,
SC_Saluda,TX_Somervell,good analog,Non Speciality Crop,
SC_Saluda,TX_Bosque,good analog,Speciality Crop,
SC_Saluda,TX_Johnson,good analog,Non Speciality Crop,
SC_Saluda,TX_Hill,good analog,Non Speciality Crop,
SC_Saluda,TX_Freestone,good analog,Non Speciality Crop,
SC_Saluda,TX_Palo Pinto,good analog,Speciality Crop,
SC_Saluda,TX_Concho,good analog,Non Speciality Crop,
SC_Saluda,TX_Limestone,good analog,Non Speciality Crop,
SC_Spartanburg,TX_Brown,good analog,Speciality Crop,
SC_Spartanburg,TX_Callahan,good analog,Non Speciality Crop,
SC_Spartanburg,TX_Comanche,good analog,Speciality Crop,
SC_Spartanburg,TX_Eastland,good analog,Speciality Crop,
SC_Spartanburg,TX_Parker,good analog,Speciality Crop,
SC_Spartanburg,TX_Erath,good analog,Speciality Crop,
SC_Sumter,TX_Blanco,good analog,Non Speciality Crop,
SC_Sumter,TX_Freestone,good analog,Non Speciality Crop,
SC_Sumter,TX_Leon,good analog,Non Speciality Crop,
SC_Sumter,TX_McLennan,good analog,Non Speciality Crop,
SC_Sumter,TX_Bell,good analog,Speciality Crop,
SC_Sumter,TX_Robertson,good analog,Speciality Crop,
SC_Sumter,TX_Madison,good analog,Speciality Crop,
SC_Sumter,TX_Williamson,good analog,Speciality Crop,
SC_Williamsburg,TX_Madison,good analog,Speciality Crop,
SC_Williamsburg,TX_Freestone,good analog,Non Speciality Crop,
SC_Williamsburg,TX_Blanco,good analog,Non Speciality Crop,
SC_Williamsburg,TX_Brazos,good analog,Speciality Crop,
SC_Williamsburg,TX_Burleson,good analog,Speciality Crop,
SC_Williamsburg,TX_Washington,good analog,Speciality Crop,
SC_Williamsburg,TX_Bell,good analog,Speciality Crop,
SC_Williamsburg,TX_Bosque,good analog,Speciality Crop,
SC_Williamsburg,TX_Robertson,good analog,Speciality Crop,
SC_Williamsburg,TX_Hays,good analog,Non Speciality Crop,
TN_Bledsoe,MS_Tate,good analog,Non Speciality Crop,
TN_Bledsoe,TN_Shelby,good analog,Non Speciality Crop,
TN_Bledsoe,TN_Fayette,good analog,Non Speciality Crop,
TN_Bledsoe,MS_Panola,good analog,Non Speciality Crop,
TN_Bledsoe,TN_Tipton,good analog,Non Speciality Crop,
TN_Cocke,GA_Clarke,good analog,Non Speciality Crop,
TN_Cocke,NC_Anson,good analog,Non Speciality Crop,
TN_Cocke,AR_Pulaski,good analog,Non Speciality Crop,
TN_Cumberland,AL_Limestone,good analog,Non Speciality Crop,
TN_Cumberland,VA_Isle of Wight,good analog,Non Speciality Crop,
TN_Cumberland,TN_Coffee,good analog,Non Speciality Crop,
TN_Cumberland,TN_Warren,good analog,Non Speciality Crop,
TN_Cumberland,AL_Morgan,good analog,Non Speciality Crop,
TN_Cumberland,AL_Etowah,good analog,Non Speciality Crop,
TN_Dyer,TX_Collin,good analog,Speciality Crop,
TN_Dyer,AR_Lincoln,good analog,Non Speciality Crop,
TN_Dyer,AR_Arkansas,good analog,Non Speciality Crop,
TN_Dyer,TX_Denton,good analog,Non Speciality Crop,
TN_Dyer,TX_Rockwall,good analog,Non Speciality Crop,
TN_Dyer,TX_Grayson,good analog,Speciality Crop,
TN_Dyer,AR_Jefferson,good analog,Speciality Crop,
TN_Dyer,TX_Hunt,good analog,Speciality Crop,
TN_Dyer,TX_Dallas,good analog,Non Speciality Crop,
TN_Dyer,TX_Tarrant,good analog,Non Speciality Crop,
TN_Greene,NC_Anson,good analog,Non Speciality Crop,
TN_Greene,NC_Wake,good analog,Speciality Crop,
TN_Greene,SC_Chester,good analog,Non Speciality Crop,
TN_Greene,NC_Moore,good analog,Non Speciality Crop,
TN_Greene,NC_Union,good analog,Non Speciality Crop,
TN_Washington,NC_Richmond,good analog,Non Speciality Crop,
TN_Washington,SC_Lancaster,good analog,Non Speciality Crop,
TX_Atascosa,TX_Dimmit,good analog,Non Speciality Crop,
TX_Atascosa,TX_La Salle,good analog,Non Speciality Crop,
TX_Atascosa,TX_McMullen,good analog,Non Speciality Crop,
TX_Atascosa,TX_Live Oak,good analog,Non Speciality Crop,
TX_Atascosa,AZ_Yuma,good analog,Speciality Crop,
TX_Atascosa,AZ_La Paz,good analog,Non Speciality Crop,
TX_Atascosa,CA_Imperial,good analog,Speciality Crop,
TX_Atascosa,TX_Maverick,good analog,Speciality Crop,
TX_Austin,TX_La Salle,good analog,Non Speciality Crop,
TX_Austin,TX_McMullen,good analog,Non Speciality Crop,
TX_Austin,TX_Dimmit,good analog,Non Speciality Crop,
TX_Austin,TX_Maverick,good analog,Speciality Crop,
TX_Austin,TX_Live Oak,good analog,Non Speciality Crop,
TX_Austin,TX_Zavala,good analog,Speciality Crop,
TX_Austin,AZ_La Paz,good analog,Non Speciality Crop,
TX_Austin,AZ_Maricopa,good analog,Speciality Crop,
TX_Bastrop,TX_Maverick,good analog,Speciality Crop,
TX_Bastrop,TX_McMullen,good analog,Non Speciality Crop,
TX_Bastrop,TX_La Salle,good analog,Non Speciality Crop,
TX_Bastrop,TX_Dimmit,good analog,Non Speciality Crop,
TX_Bastrop,TX_Live Oak,good analog,Non Speciality Crop,
TX_Bastrop,TX_Frio,good analog,Speciality Crop,
TX_Bastrop,TX_Zavala,good analog,Speciality Crop,
TX_Bastrop,TX_Atascosa,good analog,Speciality Crop,
TX_Bell,TX_Frio,good analog,Speciality Crop,
TX_Bell,TX_McMullen,good analog,Non Speciality Crop,
TX_Bell,TX_Maverick,good analog,Speciality Crop,
TX_Bell,TX_Atascosa,good analog,Speciality Crop,
TX_Bell,TX_La Salle,good analog,Non Speciality Crop,
TX_Bell,TX_Wilson,good analog,Speciality Crop,
TX_Bell,TX_Fayette,good analog,Speciality Crop,
TX_Bell,TX_Dimmit,good analog,Non Speciality Crop,
TX_Bell,TX_Zavala,good analog,Speciality Crop,
TX_Bell,TX_Guadalupe,good analog,Speciality Crop,
TX_Bexar,TX_McMullen,good analog,Non Speciality Crop,
TX_Bexar,TX_Dimmit,good analog,Non Speciality Crop,
TX_Bexar,TX_La Salle,good analog,Non Speciality Crop,
TX_Bexar,TX_Live Oak,good analog,Non Speciality Crop,
TX_Bexar,TX_Maverick,good analog,Speciality Crop,
TX_Bexar,TX_Bee,good analog,Non Speciality Crop,
TX_Bexar,AZ_La Paz,good analog,Non Speciality Crop,
TX_Bosque,TX_Frio,good analog,Speciality Crop,
TX_Bosque,TX_Atascosa,good analog,Speciality Crop,
TX_Bosque,TX_Wilson,good analog,Speciality Crop,
TX_Bosque,TX_Maverick,good analog,Speciality Crop,
TX_Bosque,TX_McMullen,good analog,Non Speciality Crop,
TX_Bosque,TX_Fayette,good analog,Speciality Crop,
TX_Bosque,TX_Washington,good analog,Speciality Crop,
TX_Bosque,TX_Bastrop,good analog,Speciality Crop,
TX_Bosque,TX_Milam,good analog,Speciality Crop,
TX_Bosque,TX_Guadalupe,good analog,Speciality Crop,
TX_Bowie,TX_Grimes,good analog,Non Speciality Crop,
TX_Bowie,TX_Brazos,good analog,Speciality Crop,
TX_Bowie,TX_Hays,good analog,Non Speciality Crop,
TX_Bowie,TX_Burleson,good analog,Speciality Crop,
TX_Bowie,TX_McLennan,good analog,Non Speciality Crop,
TX_Bowie,TX_Bell,good analog,Speciality Crop,
TX_Bowie,TX_Washington,good analog,Speciality Crop,
TX_Bowie,TX_Bastrop,good analog,Speciality Crop,
TX_Bowie,TX_Robertson,good analog,Speciality Crop,
TX_Bowie,TX_Guadalupe,good analog,Speciality Crop,
TX_Brazoria,TX_Webb,good analog,Non Speciality Crop,
TX_Brazoria,TX_Starr,good analog,Non Speciality Crop,
TX_Brazoria,TX_Dimmit,good analog,Non Speciality Crop,
TX_Brazoria,TX_Live Oak,good analog,Non Speciality Crop,
TX_Brazoria,TX_Hidalgo,good analog,Speciality Crop,
TX_Brazoria,TX_La Salle,good analog,Non Speciality Crop,
TX_Brazoria,TX_Bee,good analog,Non Speciality Crop,
TX_Brazoria,TX_McMullen,good analog,Non Speciality Crop,
TX_Brazoria,TX_Refugio,good analog,Non Speciality Crop,
TX_Brazoria,TX_Brooks,good analog,Non Speciality Crop,
TX_Brazos,TX_Maverick,good analog,Speciality Crop,
TX_Brazos,TX_McMullen,good analog,Non Speciality Crop,
TX_Brazos,TX_La Salle,good analog,Non Speciality Crop,
TX_Brazos,TX_Dimmit,good analog,Non Speciality Crop,
TX_Brazos,TX_Frio,good analog,Speciality Crop,
TX_Brazos,TX_Atascosa,good analog,Speciality Crop,
TX_Brazos,TX_Live Oak,good analog,Non Speciality Crop,
TX_Brazos,TX_Wilson,good analog,Speciality Crop,
TX_Brown,TX_Bastrop,good analog,Speciality Crop,
TX_Brown,TX_Guadalupe,good analog,Speciality Crop,
TX_Brown,TX_Caldwell,good analog,Speciality Crop,
TX_Brown,TX_Burleson,good analog,Speciality Crop,
TX_Brown,TX_Washington,good analog,Speciality Crop,
TX_Brown,TX_Hill,good analog,Non Speciality Crop,
TX_Brown,TX_Freestone,good analog,Non Speciality Crop,
TX_Brown,TX_Limestone,good analog,Non Speciality Crop,
TX_Brown,TX_Travis,good analog,Speciality Crop,
TX_Brown,TX_Johnson,good analog,Non Speciality Crop,
TX_Burleson,TX_McMullen,good analog,Non Speciality Crop,
TX_Burleson,TX_Maverick,good analog,Speciality Crop,
TX_Burleson,TX_La Salle,good analog,Non Speciality Crop,
TX_Burleson,TX_Dimmit,good analog,Non Speciality Crop,
TX_Burleson,TX_Live Oak,good analog,Non Speciality Crop,
TX_Burleson,TX_Frio,good analog,Speciality Crop,
TX_Burleson,TX_Atascosa,good analog,Speciality Crop,
TX_Burleson,TX_Wilson,good analog,Speciality Crop,
TX_Burleson,TX_Zavala,good analog,Speciality Crop,
TX_Caldwell,TX_Maverick,good analog,Speciality Crop,
TX_Caldwell,TX_McMullen,good analog,Non Speciality Crop,
TX_Caldwell,TX_La Salle,good analog,Non Speciality Crop,
TX_Caldwell,TX_Dimmit,good analog,Non Speciality Crop,
TX_Caldwell,TX_Atascosa,good analog,Speciality Crop,
TX_Caldwell,TX_Frio,good analog,Speciality Crop,
TX_Caldwell,TX_Live Oak,good analog,Non Speciality Crop,
TX_Caldwell,TX_Zavala,good analog,Speciality Crop,
TX_Cameron,TX_Hidalgo,good analog,Speciality Crop,
TX_Cameron,TX_Cameron,good analog,Speciality Crop,
TX_Cameron,TX_Willacy,good analog,Speciality Crop,
TX_Cameron,TX_Starr,good analog,Non Speciality Crop,
TX_Cameron,TX_Brooks,good analog,Non Speciality Crop,
TX_Clay,TX_Johnson,good analog,Non Speciality Crop,
TX_Clay,TX_Bell,good analog,Speciality Crop,
TX_Clay,TX_Milam,good analog,Speciality Crop,
TX_Clay,TX_Hill,good analog,Non Speciality Crop,
TX_Clay,TX_Bosque,good analog,Speciality Crop,
TX_Clay,TX_Williamson,good analog,Speciality Crop,
TX_Clay,TX_Tarrant,good analog,Non Speciality Crop,
TX_Clay,TX_McLennan,good analog,Non Speciality Crop,
TX_Clay,TX_Falls,good analog,Non Speciality Crop,
TX_Clay,TX_Bastrop,good analog,Speciality Crop,
TX_Collin,TX_McLennan,good analog,Non Speciality Crop,
TX_Collin,TX_Hill,good analog,Non Speciality Crop,
TX_Collin,TX_Bastrop,good analog,Speciality Crop,
TX_Collin,TX_Guadalupe,good analog,Speciality Crop,
TX_Collin,TX_Bell,good analog,Speciality Crop,
TX_Collin,TX_Falls,good analog,Non Speciality Crop,
TX_Collin,TX_Burleson,good analog,Speciality Crop,
TX_Collin,TX_Milam,good analog,Speciality Crop,
TX_Collin,TX_Caldwell,good analog,Speciality Crop,
TX_Collin,TX_Williamson,good analog,Speciality Crop,
TX_Colorado,TX_McMullen,good analog,Non Speciality Crop,
TX_Colorado,TX_Maverick,good analog,Speciality Crop,
TX_Colorado,TX_Dimmit,good analog,Non Speciality Crop,
TX_Colorado,TX_La Salle,good analog,Non Speciality Crop,
TX_Colorado,TX_Live Oak,good analog,Non Speciality Crop,
TX_Colorado,TX_Frio,good analog,Speciality Crop,
TX_Colorado,TX_Atascosa,good analog,Speciality Crop,
TX_Comanche,TX_Bastrop,good analog,Speciality Crop,
TX_Comanche,TX_Washington,good analog,Speciality Crop,
TX_Comanche,TX_Fayette,good analog,Speciality Crop,
TX_Comanche,TX_Burleson,good analog,Speciality Crop,
TX_Comanche,TX_Hill,good analog,Non Speciality Crop,
TX_Comanche,TX_Limestone,good analog,Non Speciality Crop,
TX_Comanche,TX_Guadalupe,good analog,Speciality Crop,
TX_Comanche,TX_Caldwell,good analog,Speciality Crop,
TX_Comanche,TX_Brazos,good analog,Speciality Crop,
TX_Comanche,TX_McLennan,good analog,Non Speciality Crop,
TX_Cooke,TX_Milam,good analog,Speciality Crop,
TX_Cooke,TX_Williamson,good analog,Speciality Crop,
TX_Cooke,TX_Johnson,good analog,Non Speciality Crop,
TX_Cooke,TX_Hill,good analog,Non Speciality Crop,
TX_Cooke,TX_Tarrant,good analog,Non Speciality Crop,
TX_Cooke,TX_Ellis,good analog,Speciality Crop,
TX_Cooke,TX_Falls,good analog,Non Speciality Crop,
TX_Cooke,TX_Bosque,good analog,Speciality Crop,
TX_Cooke,TX_Bell,good analog,Speciality Crop,
TX_Cooke,TX_Bastrop,good analog,Speciality Crop,
TX_Coryell,TX_Atascosa,good analog,Speciality Crop,
TX_Coryell,TX_Frio,good analog,Speciality Crop,
TX_Coryell,TX_Wilson,good analog,Speciality Crop,
TX_Coryell,TX_Maverick,good analog,Speciality Crop,
TX_Coryell,TX_Zavala,good analog,Speciality Crop,
TX_Coryell,TX_Travis,good analog,Speciality Crop,
TX_Coryell,TX_Fayette,good analog,Speciality Crop,
TX_Coryell,TX_Guadalupe,good analog,Speciality Crop,
TX_Coryell,TX_Bastrop,good analog,Speciality Crop,
TX_Coryell,TX_Gonzales,good analog,Speciality Crop,
TX_Eastland,TX_Bastrop,good analog,Speciality Crop,
TX_Eastland,TX_Travis,good analog,Speciality Crop,
TX_Eastland,TX_Limestone,good analog,Non Speciality Crop,
TX_Eastland,TX_McLennan,good analog,Non Speciality Crop,
TX_Eastland,TX_Guadalupe,good analog,Speciality Crop,
TX_Eastland,TX_Washington,good analog,Speciality Crop,
TX_Eastland,TX_Hill,good analog,Non Speciality Crop,
TX_Eastland,TX_Johnson,good analog,Non Speciality Crop,
TX_Eastland,TX_Milam,good analog,Speciality Crop,
TX_Eastland,TX_Caldwell,good analog,Speciality Crop,
TX_El Paso,TX_Crane,good analog,Non Speciality Crop,
TX_El Paso,TX_Loving,good analog,Non Speciality Crop,
TX_El Paso,TX_Reeves,good analog,Non Speciality Crop,
TX_El Paso,TX_Val Verde,good analog,Non Speciality Crop,
TX_El Paso,AZ_Pima,good analog,Non Speciality Crop,
TX_El Paso,TX_Terrell,good analog,Non Speciality Crop,
TX_El Paso,AZ_Pinal,good analog,Speciality Crop,
TX_El Paso,TX_Midland,good analog,Speciality Crop,
TX_Ellis,TX_Frio,good analog,Speciality Crop,
TX_Ellis,TX_Atascosa,good analog,Speciality Crop,
TX_Ellis,TX_Wilson,good analog,Speciality Crop,
TX_Ellis,TX_McMullen,good analog,Non Speciality Crop,
TX_Ellis,TX_Maverick,good analog,Speciality Crop,
TX_Ellis,TX_Fayette,good analog,Speciality Crop,
TX_Ellis,TX_Travis,good analog,Speciality Crop,
TX_Ellis,TX_Bastrop,good analog,Speciality Crop,
TX_Ellis,TX_Guadalupe,good analog,Speciality Crop,
TX_Ellis,TX_Caldwell,good analog,Speciality Crop,
TX_Erath,TX_Fayette,good analog,Speciality Crop,
TX_Erath,TX_Bastrop,good analog,Speciality Crop,
TX_Erath,TX_Washington,good analog,Speciality Crop,
TX_Erath,TX_Guadalupe,good analog,Speciality Crop,
TX_Erath,TX_Bell,good analog,Speciality Crop,
TX_Erath,TX_Caldwell,good analog,Speciality Crop,
TX_Erath,TX_Burleson,good analog,Speciality Crop,
TX_Erath,TX_Hill,good analog,Non Speciality Crop,
TX_Erath,TX_Limestone,good analog,Non Speciality Crop,
TX_Erath,TX_Freestone,good analog,Non Speciality Crop,
TX_Fannin,TX_Johnson,good analog,Non Speciality Crop,
TX_Fannin,TX_Tarrant,good analog,Non Speciality Crop,
TX_Fannin,TX_Hays,good analog,Non Speciality Crop,
TX_Fannin,TX_Milam,good analog,Speciality Crop,
TX_Fannin,TX_Ellis,good analog,Speciality Crop,
TX_Fannin,TX_Hill,good analog,Non Speciality Crop,
TX_Fannin,TX_McLennan,good analog,Non Speciality Crop,
TX_Fannin,TX_Grimes,good analog,Non Speciality Crop,
TX_Fannin,TX_Bosque,good analog,Speciality Crop,
TX_Fannin,TX_Bell,good analog,Speciality Crop,
TX_Fayette,TX_La Salle,good analog,Non Speciality Crop,
TX_Fayette,TX_McMullen,good analog,Non Speciality Crop,
TX_Fayette,TX_Dimmit,good analog,Non Speciality Crop,
TX_Fayette,TX_Maverick,good analog,Speciality Crop,
TX_Fayette,TX_Live Oak,good analog,Non Speciality Crop,
TX_Fayette,TX_Frio,good analog,Speciality Crop,
TX_Fayette,TX_Atascosa,good analog,Speciality Crop,
TX_Fayette,TX_Zavala,good analog,Speciality Crop,
TX_Fort Bend,TX_Dimmit,good analog,Non Speciality Crop,
TX_Fort Bend,TX_La Salle,good analog,Non Speciality Crop,
TX_Fort Bend,TX_McMullen,good analog,Non Speciality Crop,
TX_Fort Bend,TX_Live Oak,good analog,Non Speciality Crop,
